"","m.z","p.value","mode","r.t"
"1",85.0113837278352,0.909490068435584,"positive",153.377226013713
"2",85.0284160809885,0.976000596776147,"positive",158.231887159419
"3",85.0477671279215,0.778525983320436,"positive",188.272638394641
"4",85.0841709566821,0.544197032908763,"positive",64.71395815673
"5",85.1747254207415,0.945588572195664,"positive",61.0098719553091
"6",85.2861626661792,0.374097972383566,"positive",60.8090199537047
"7",85.2948692320607,0.232422094672487,"positive",72.7674175284096
"8",85.3986676050196,0.933220312425236,"positive",61.9830576171158
"9",85.5100776808034,0.319442621913279,"positive",61.5480393959961
"10",85.5657104259651,0.17170447982036,"positive",71.0574492988419
"11",85.6222366935254,0.148488626805685,"positive",62.6623418849034
"12",85.6498718830337,0.0860886627722781,"positive",170.985410059155
"13",85.7785660244362,0.153528812735466,"positive",51.1438069220143
"14",85.9630392837157,0.341330582833423,"positive",214.709424756761
"15",86.005925802767,0.0880840923286346,"positive",55.1357743931863
"16",86.0317945973315,0.413118932091705,"positive",129.89055643345
"17",86.0502792106757,0.720508280927113,"positive",274.637816581018
"18",86.0565336469271,0.693795883972933,"positive",69.5798538280087
"19",86.0600381828618,0.423493895033833,"positive",22.8020271340781
"20",86.0600431323639,0.672134075931684,"positive",291.150718149886
"21",86.0622155727126,0.181972879772844,"positive",67.9140469424054
"22",86.0712929404613,0.84160593826926,"positive",128.406352892742
"23",86.096438684515,0.550382995971663,"positive",108.528297301669
"24",86.0964698723723,0.00126771543754146,"positive",156.29146668592
"25",86.2477462598345,0.166926278890909,"positive",44.6598717771411
"26",86.3585644988469,0.194291152669844,"positive",44.8465338094926
"27",86.7278796120526,0.0529209086309761,"positive",63.4148135149684
"28",86.8393166487261,0.0144536345206138,"positive",63.6226499044678
"29",86.9086813716515,0.679942046913159,"positive",158.41224745647
"30",86.941122794301,0.550041264105315,"positive",79.9776335025207
"31",86.9519106025802,0.10513834204832,"positive",62.6102862817823
"32",86.992659175579,0.338163519678128,"positive",206.61040361931
"33",86.9968714917608,0.432634743685992,"positive",79.9664612751542
"34",87.0440894637511,0.00534574525878702,"positive",137.506373684165
"35",87.0440999251709,0.471593468933814,"positive",73.3433180586033
"36",87.0633635122073,0.103376341363115,"positive",62.7906478761752
"37",87.0909125514416,0.732207571823319,"positive",119.462677350902
"38",87.0998106800479,0.222055176774456,"positive",107.403657933931
"39",87.0998408425816,0.00322265673800666,"positive",156.43423335824
"40",87.175460840106,0.706765062797699,"positive",63.5237761225156
"41",87.2873559805111,0.933014325952366,"positive",64.0054077409078
"42",87.2943062150484,0.90984566198789,"positive",70.7139104937964
"43",87.3998397487485,0.682728147011143,"positive",63.7450526642889
"44",87.5113196243776,0.649701317402442,"positive",63.9664915934963
"45",87.6230785037491,0.335095290216942,"positive",63.7672914936773
"46",87.8410313641725,0.0435380318788503,"positive",61.0233135552138
"47",88.0215659702181,0.136201617796043,"positive",105.461655114559
"48",88.0393152455127,0.100813813485688,"positive",190.010777316731
"49",88.039342146079,0.328820268187685,"positive",57.9915412787201
"50",88.0578007297496,0.570937130985961,"positive",265.493218666156
"51",88.057815597806,0.0811997753533902,"positive",184.355422249324
"52",88.0639181418703,0.297329656186054,"positive",154.049620912808
"53",88.0650944050114,0.602739776245082,"positive",60.9356559179236
"54",88.0658974094258,0.57441663379125,"positive",271.075676038198
"55",88.0757249684437,0.99035542568485,"positive",137.073106661244
"56",88.0869310911963,0.922298804545443,"positive",110.215580231313
"57",88.1120784442656,0.0344145397631127,"positive",18.33008792821
"58",88.1121019633465,0.956393797574595,"positive",145.037176756409
"59",88.1765938867685,0.654100185017152,"positive",60.7109381556833
"60",88.2893061275071,0.751418544939903,"positive",61.0315397066343
"61",88.4007802291236,0.649842689972804,"positive",60.6285492617644
"62",88.5089501280121,0.469099265479259,"positive",62.5277949698213
"63",88.513105875737,0.817511576796113,"positive",60.6901298684764
"64",88.6244601467234,0.22576124162614,"positive",61.1830944453429
"65",88.8208249004448,0.124026174479743,"positive",48.985164159975
"66",88.9525764307873,0.0434328527551037,"positive",214.372718284845
"67",89.0249433007959,0.794351769214724,"positive",165.385495264554
"68",89.0418047143862,0.471555443623627,"positive",268.575645378672
"69",89.0418119463511,0.608843115865456,"positive",196.394628444128
"70",89.0597367175645,0.247465407886594,"positive",70.0060318695029
"71",89.0709750899347,0.540809874236949,"positive",141.856843407142
"72",89.0790277844092,0.314975874755575,"positive",17.0983377768679
"73",89.0790486124338,0.380421935715435,"positive",188.570485399679
"74",89.0790934771395,0.949853621176252,"positive",137.605435926332
"75",89.3870066461278,0.579075698231526,"positive",79.9012007360695
"76",89.4426647310493,0.565585953339794,"positive",79.7855460558432
"77",89.5067399415014,0.562006311865767,"positive",292.991618334033
"78",89.5514906029272,0.358711770525923,"positive",72.7019282635873
"79",89.6185913295342,0.0192616957355497,"positive",61.9242140798204
"80",89.7300834987315,0.0158765959879688,"positive",62.0509794821105
"81",89.8424967346605,0.0127669282656004,"positive",61.8324500462369
"82",89.9536754787802,0.0464937886199674,"positive",62.346834108923
"83",90.0211955824965,0.986138267536021,"positive",30.0563988948823
"84",90.0372321563138,0.8802129472122,"positive",89.2281363900952
"85",90.0549644324162,0.761788823505345,"positive",178.885790032428
"86",90.0606882628086,0.441911291331415,"positive",154.124341598162
"87",90.0631173193813,0.154023529043719,"positive",71.3240222718294
"88",90.0663912445592,0.012328484398447,"positive",61.3445554553139
"89",90.0734687447415,0.339084263595955,"positive",269.654096678515
"90",90.091371656644,0.393912404300512,"positive",138.702424259379
"91",90.177996750676,0.0109726620022804,"positive",61.4683388095824
"92",90.1850558839282,0.514808712360064,"positive",70.2954721824025
"93",90.2898126221647,0.0410128857842425,"positive",62.2407560336937
"94",90.2964361802334,0.115082093277851,"positive",70.276290931931
"95",90.4016801937371,0.65822608832422,"positive",62.4119612996571
"96",90.4087201572596,0.791897645510833,"positive",70.4918291548915
"97",90.5069722192477,0.425748449671953,"positive",14.0028809382528
"98",90.5069800133182,0.92726629565772,"positive",204.044969452913
"99",90.5258378920695,0.7015145577832,"positive",277.557702026571
"100",90.5258660514909,0.702882720228323,"positive",215.884305714352
