"","Pathway total","Hits.total","Hits.sig","Expected","P(Fisher)","P(EASE)","P(Gamma)","Emp.Hits","Empirical","AdjP.Fisher","AdjP.EASE","AdjP.Gamma","Pathway Number","cpd.hits"
"Ubiquinone Biosynthesis","10","7","7","17.498","1","1","1","100","1","1","1","1","P90","EC00019;EC00020;EC00018;EC000657;EC000658;EC00017;EC000164;EC000165;EC000166;EC000167;EC0001004;EC000170;EC000171;EC000172;EC000173;EC000174"
"1- and 2-Methylnaphthalene degradation","4","4","4","2.1872","1","1","1","100","1","1","1","1","P91","EC0001294;EC000836"
"Pyrimidine metabolism","70","35","35","92.956","1","1","1","100","1","1","1","1","P92","EC00095;EC00096;EC00097;EC000736;EC000737;EC00021;EC00022;EC000142;EC00030;EC000313;EC000642;EC000643;EC000314;EC000315;EC00058;EC00059;EC00060;EC00061;EC00018;EC00023;EC00024;EC00025;EC00026;EC00052;EC000578;EC000579;EC000580;EC000581;EC000582;EC000583;EC000339;EC000372;EC000300;EC000301;EC000302;EC00039;EC00040;EC00041;EC000394;EC000395;EC000102;EC000103;EC000104;EC000105;EC000106;EC000211;EC000212;EC000180;EC000181;EC000182;EC000183;EC000184;EC000185;EC000264;EC000265;EC000266;EC000303;EC000267;EC000268;EC000269;EC000129;EC000113;EC000353;EC000354;EC000355;EC000356;EC000357;EC000358;EC000359;EC000423;EC000323;EC000324;EC000325;EC000508;EC000509;EC000510;EC00088;EC000156;EC000157;EC000158;EC000159;EC000160;EC00048;EC00049;EC00050"
"Aspartate and asparagine metabolism","114","63","63","149.82","1","1","1","100","1","1","1","1","P93","EC00023;EC00024;EC00025;EC00026;EC00027;EC00028;EC00029;EC00018;EC000151;EC000152;EC000153;EC000154;EC000365;EC000366;EC000367;EC000368;EC000369;EC000370;EC000371;EC000467;EC000468;EC0001431;EC0001432;EC0001433;EC000360;EC000361;EC000362;EC000363;EC000364;EC000102;EC000103;EC000104;EC000105;EC000106;EC0001136;EC0001137;EC0001138;EC000156;EC000157;EC000158;EC000159;EC000160;EC000628;EC000629;EC000630;EC000631;EC000667;EC0001429;EC000864;EC000747;EC000748;EC000749;EC000750;EC0001438;EC0001439;EC0001440;EC0001442;EC0001443;EC0001441;EC000899;EC000280;EC000437;EC00072;EC00073;EC00074;EC000591;EC000300;EC000301;EC000302;EC00048;EC00049;EC00050;EC000335;EC000336;EC000337;EC000338;EC00056;EC00057;EC00058;EC00059;EC00060;EC00061;EC000800;EC000954;EC000690;EC000691;EC000851;EC000852;EC000497;EC000498;EC000499;EC000500;EC0001418;EC000617;EC000618;EC000619;EC000620;EC000743;EC000744;EC000745;EC000746;EC000637;EC000638;EC000639;EC000640;EC000641;EC000525;EC000874;EC000875;EC000876;EC000877;EC000878;EC000879;EC000126;EC000127;EC000289;EC000290;EC000291;EC0001536;EC000837;EC000838;EC000839;EC000840;EC000841;EC000842;EC000843;EC000645;EC000646;EC00051;EC000818;EC000819;EC00036;EC00037;EC00038;EC00045;EC00046;EC00047"
"Nitrogen metabolism","6","4","4","17.498","1","1","1","100","1","1","1","1","P94","EC00023;EC00024;EC00025;EC00026;EC000156;EC000157;EC000158;EC000159;EC000160;EC00058;EC00059;EC00060;EC00061;EC00048;EC00049;EC00050"
"Drug metabolism - other enzymes","31","14","14","22.966","1","1","1","100","1","1","1","1","P95","EC0001396;EC0001397;EC0001398;EC0001399;EC0001266;EC0001400;EC0001401;EC0001394;EC0001232;EC0001233;EC0001242;EC0001395;EC0001365;EC000943;EC0001268;EC0001402;EC0001217;EC0001218;EC0001219;EC0001220;EC0001221"
"Aminosugars metabolism","69","19","19","36.089","1","1","1","100","1","1","1","1","P96","EC00023;EC00024;EC00025;EC00026;EC000294;EC000295;EC000296;EC000297;EC000298;EC00021;EC00022;EC000135;EC000136;EC000137;EC00058;EC00059;EC00060;EC00061;EC00088;EC0001115;EC0001202;EC0001203;EC00052;EC000306;EC00044;EC0001116;EC0001117;EC000873;EC000462;EC000463;EC000464;EC000465;EC000466"
"Tyrosine metabolism","160","86","86","220.91","1","1","1","100","1","1","1","1","P97","EC00027;EC00028;EC00029;EC00019;EC00020;EC00018;EC0001539;EC0001537;EC0001538;EC0001434;EC0001435;EC0001436;EC000739;EC000740;EC0001445;EC000657;EC000658;EC000543;EC000544;EC000545;EC000546;EC000547;EC00023;EC00024;EC00025;EC00026;EC0001491;EC00021;EC00022;EC000556;EC000557;EC0001645;EC0001646;EC00017;EC000485;EC000486;EC000487;EC000488;EC000342;EC000900;EC000901;EC000902;EC000903;EC000904;EC000632;EC000633;EC000634;EC000788;EC000789;EC000790;EC000791;EC000792;EC000793;EC000932;EC000933;EC000934;EC00053;EC00054;EC00055;EC000275;EC000276;EC000277;EC000278;EC000279;EC000432;EC000433;EC000434;EC000435;EC000436;EC0001250;EC0001251;EC0001252;EC0001587;EC0001057;EC0001058;EC0001059;EC0001060;EC000835;EC00077;EC00078;EC00079;EC00080;EC00081;EC00064;EC00065;EC00066;EC00067;EC000905;EC000906;EC000907;EC000908;EC0001061;EC0001185;EC00082;EC00083;EC00084;EC00085;EC00086;EC00087;EC0001525;EC0001526;EC0001527;EC000785;EC000786;EC000398;EC000399;EC000170;EC000171;EC000172;EC000173;EC000174;EC000175;EC000176;EC00058;EC00059;EC00060;EC00061;EC000686;EC0001090;EC000253;EC000254;EC0001052;EC0001053;EC0001054;EC0001055;EC0001056;EC0001081;EC0001082;EC0001083;EC0001621;EC0001622;EC0001623;EC000311;EC000312;EC0001253;EC0001087;EC0001088;EC0001089;EC0001288;EC0001289;EC000442;EC000443;EC000444;EC000445;EC000446;EC000447;EC000448;EC0001420;EC000126;EC000127;EC000703;EC000704;EC000705;EC0001107;EC0001108;EC0001109;EC0001110;EC000771;EC000772;EC0001067;EC0001068;EC0001069;EC0001070;EC0001071;EC0001072;EC0001073;EC0001062;EC0001063;EC0001064;EC0001065;EC0001066;EC0001074;EC0001075;EC0001076;EC0001077;EC0001078;EC0001079;EC0001080;EC00051;EC000453;EC000454;EC000455;EC000456;EC000457;EC0001084;EC0001085;EC0001086;EC0001430;EC000102;EC000103;EC000104;EC000105;EC000106;EC00039;EC00040;EC00041;EC0001468;EC0001377;EC0001378;EC0001379;EC0001380;EC0001381"
"Beta-Alanine metabolism","20","12","12","33.902","1","1","1","100","1","1","1","1","P98","EC00023;EC00024;EC00025;EC00026;EC000525;EC000328;EC000329;EC000330;EC000300;EC000301;EC000302;EC00039;EC00040;EC00041;EC000130;EC000131;EC000132;EC000133;EC000134;EC00027;EC00028;EC00029;EC000280;EC000437;EC000193;EC000194;EC00048;EC00049;EC00050;EC00021;EC00022"
"Prostaglandin formation from dihomo gama-linoleic acid","11","5","5","6.5616","1","1","1","100","1","1","1","1","P99","EC000483;EC000484;EC0001514;EC0001479;EC0001416;EC0001417"
"C21-steroid hormone biosynthesis and metabolism","112","56","56","55.774","1","1","1","100","1","1","1","1","P100","EC00013;EC000427;EC0001027;EC000767;EC0001024;EC0001023;EC0001;EC0001029;EC0001423;EC0001424;EC0001425;EC000523;EC000524;EC0001126;EC000530;EC0001259;EC0001260;EC000396;EC0001025;EC0001026;EC0001028;EC0009;EC00010;EC000796;EC000797;EC000872;EC0001641;EC000175;EC000176;EC000400;EC000401;EC000402;EC000403;EC000318;EC0007;EC0008;EC0001017;EC0001034;EC000956;EC000957;EC000784;EC000196;EC0001030;EC0001031;EC0001032;EC0001033;EC00053;EC00054;EC00055;EC0001261;EC000997"
"Starch and Sucrose Metabolism","33","16","16","20.778","1","1","1","100","1","1","1","1","P101","EC000408;EC00088;EC00030;EC000756;EC00089;EC00090;EC000526;EC000527;EC000528;EC000529;EC00031;EC00032;EC00033;EC00034;EC00035;EC000521;EC000522;EC000175;EC000176"
"Omega-6 fatty acid metabolism","55","6","6","6.5616","1","1","1","100","1","1","1","1","P102","EC00018;EC0001477;EC0001508;EC000213;EC000214;EC0001478"
"Phytanic acid peroxisomal oxidation","34","6","6","12.03","1","1","1","100","1","1","1","1","P103","EC00027;EC00028;EC00029;EC00018;EC000713;EC000714;EC000715;EC00042;EC00043;EC0001352;EC0001415"
"Pentose phosphate pathway","37","33","33","41.557","1","1","1","100","1","1","1","1","P104","EC000119;EC000120;EC000121;EC000258;EC000305;EC000736;EC000737;EC000113;EC00018;EC000763;EC000764;EC000765;EC000766;EC000112;EC000246;EC000207;EC00088;EC0001280;EC000306;EC000107;EC000108;EC000109;EC000110;EC000111;EC000255;EC000256;EC000257;EC000384;EC000385;EC000666;EC00031;EC00032;EC00033;EC00034;EC00035;EC000508;EC000509;EC000510"
"Methionine and cysteine metabolism","94","32","32","67.803","1","1","1","100","1","1","1","1","P105","EC00023;EC00024;EC00025;EC00026;EC00027;EC00028;EC00029;EC00019;EC00020;EC00018;EC00021;EC00022;EC000323;EC000324;EC0001035;EC0001036;EC000649;EC000650;EC000651;EC000659;EC00017;EC0003;EC0004;EC000102;EC000103;EC000104;EC000105;EC000106;EC000429;EC000430;EC000431;EC000738;EC00068;EC00069;EC00070;EC00071;EC000223;EC000224;EC000225;EC000226;EC000771;EC000772;EC00062;EC00063;EC000419;EC0001340;EC0001341;EC0001342;EC000126;EC000127;EC000286;EC000722;EC00051;EC0001334;EC0001335;EC000817;EC000210;EC00053;EC00054;EC00055;EC000460;EC000461"
"Lysine metabolism","52","19","19","60.148","1","1","1","100","1","1","1","1","P106","EC00023;EC00024;EC00025;EC00026;EC00027;EC00028;EC00029;EC00019;EC00020;EC00018;EC000287;EC000288;EC000386;EC000387;EC000388;EC000389;EC000390;EC000391;EC000392;EC0001040;EC0001041;EC0001042;EC0001037;EC0001038;EC0001039;EC000837;EC000838;EC000839;EC000840;EC000841;EC000842;EC000843;EC000281;EC000282;EC00017;EC00045;EC00046;EC00047;EC000600;EC000601;EC000602;EC000603;EC000604;EC000605;EC000606;EC000335;EC000336;EC000337;EC000338;EC000228;EC000229;EC00042;EC00043;EC000915;EC000916"
"Selenoamino acid metabolism","35","12","12","25.153","1","1","1","100","1","1","1","1","P107","EC00018;EC00062;EC00063;EC000102;EC000103;EC000104;EC000105;EC000106;EC000474;EC0001005;EC000210;EC0001118;EC0001119;EC0001120;EC0001121;EC0001122;EC0001123;EC0001124;EC0001125;EC000644;EC00039;EC00040;EC00041"
