m.z,p.value,mode,r.t
85.0113837278352,0.6512053660209303,positive,153.377226013713
85.0284160809885,0.6416914260848654,positive,158.231887159419
85.0477671279215,0.5043204718922281,positive,188.272638394641
85.0841709566821,0.8483334717847122,positive,64.71395815673
85.1747254207415,0.8063810262407604,positive,61.0098719553091
85.2861626661792,0.3398070425560984,positive,60.8090199537047
85.2948692320607,0.07356386329379548,positive,72.7674175284096
85.3986676050196,0.7582768491112057,positive,61.9830576171158
85.5100776808034,0.4140149702763878,positive,61.5480393959961
85.5657104259651,0.11260481525124909,positive,71.0574492988419
85.6222366935254,0.1845952570374586,positive,62.6623418849034
85.6498718830337,0.18110968455769982,positive,170.985410059155
85.7785660244362,0.7585589091139828,positive,51.1438069220143
85.9630392837157,0.9190197235766319,positive,214.709424756761
86.005925802767,0.43924126426372834,positive,55.1357743931863
86.0317945973315,0.15528951138022967,positive,129.89055643345
86.0502792106757,0.5507050396401976,positive,274.637816581018
86.0565336469271,0.9192582161646969,positive,69.5798538280087
86.0600381828618,0.19909433716481773,positive,22.8020271340781
86.0600431323639,0.09594172753940687,positive,291.150718149886
86.0622155727126,0.3526917608581721,positive,67.9140469424054
86.0712929404613,0.8565885572101464,positive,128.406352892742
86.096438684515,0.5870764141128303,positive,108.528297301669
86.0964698723723,0.00808613223564011,positive,156.29146668592
86.2477462598345,0.007117079780839013,positive,44.6598717771411
86.3585644988469,0.11964723955398747,positive,44.8465338094926
86.7278796120526,0.1217193828807395,positive,63.4148135149684
86.8393166487261,0.06886155107427397,positive,63.6226499044678
86.9086813716515,0.7954905211633494,positive,158.41224745647
86.941122794301,0.3595574087217649,positive,79.9776335025207
86.9519106025802,0.2483474203245402,positive,62.6102862817823
86.992659175579,0.26278208568331307,positive,206.61040361931
86.9968714917608,0.24796523346421176,positive,79.9664612751542
87.0440894637511,0.008104937944543809,positive,137.506373684165
87.0440999251709,0.6432754652015833,positive,73.3433180586033
87.0633635122073,0.22123732347975877,positive,62.7906478761752
87.0909125514416,0.8981043261251096,positive,119.462677350902
87.0998106800479,0.32517424548856244,positive,107.403657933931
87.0998408425816,0.02288108027835411,positive,156.43423335824
87.175460840106,0.7772201188172909,positive,63.5237761225156
87.2873559805111,0.9648255850619296,positive,64.0054077409078
87.2943062150484,0.9221107319882562,positive,70.7139104937964
87.3998397487485,0.6078888057190254,positive,63.7450526642889
87.5113196243776,0.6701883730464899,positive,63.9664915934963
87.6230785037491,0.3160064982104612,positive,63.7672914936773
87.8410313641725,0.26961118791390276,positive,61.0233135552138
88.0215659702181,0.29650703355531394,positive,105.461655114559
88.0393152455127,0.04272987068713936,positive,190.010777316731
88.039342146079,0.9797036570504429,positive,57.9915412787201
88.0578007297496,0.4643543037243846,positive,265.493218666156
88.057815597806,0.06259941608180354,positive,184.355422249324
88.0639181418703,0.4198661768310077,positive,154.049620912808
88.0650944050114,0.8266978024488867,positive,60.9356559179236
88.0658974094258,0.5053566263120712,positive,271.075676038198
88.0757249684437,0.9994206976644733,positive,137.073106661244
88.0869310911963,0.5587549549008639,positive,110.215580231313
88.1120784442656,0.4435867171668336,positive,18.33008792821
88.1121019633465,0.8506559536139862,positive,145.037176756409
88.1765938867685,0.6321030792337066,positive,60.7109381556833
