Query.Mass,Matched.Compound,Matched.Form,Retention.Time,Mass.Diff,Empirical.Compound
331.052188120212,C00003,M-2H[2-],60.4471675528943,0.0010145869820235,EC0001
725.064780509815,C00006,M-H2O-H[-],174.746085190278,0.000643023415022981,EC0002
759.070946541849,C00006,M-H+O[-],177.524412922718,1.30086190210932e-05,EC0002
759.073693008255,C00006,M-H+O[-],172.535042795948,0.0027594750249591,EC0002
779.052758966119,C00006,M+Cl[-],168.442239510398,0.000558966119001525,EC0002
397.131441421715,C00019,M-H[-],136.688669014845,0.00151788848501155,EC0003
348.07053502182,C00020,M+H[1+],262.338679644488,0.000158555049949882,EC0004
204.059190987554,C00021,M+H+Na[2+],174.796593232476,0.000114520783967009,EC0005
384.12011363486,C00021,M[1+],175.171903552225,0.00148636514001055,EC0005
385.128611430036,C00021,M+H[1+],174.436108412892,0.000265036733992474,EC0005
385.130101954,C00021,M+H[1+],67.5268519521394,0.00122548722998772,EC0006
386.132558685337,C00021,M(C13)+H[1+],174.61824188874,0.000282218567008385,EC0005
407.110560854959,C00021,M+Na[1+],175.319842121584,0.00031561181106099,EC0005
463.038496099363,C00021,M+Br[-],175.238923670111,0.00140390063700124,EC0005
87.0083857487902,C00022,M-H[-],141.782285465291,0.000337784439807365,EC0007
87.0088793868784,C00022,M-H[-],49.717016400835,0.0001558536483941,EC0008
88.0122571380345,C00022,M(C13)-H[-],50.0653060290244,0.000133604804489096,EC0008
102.054952219651,C00025,M-HCOOH+H[1+],184.540603020238,0.000124247118989729,EC0009
120.065497670644,C00025,M-CO+H[1+],183.904993093489,2.12038740130538e-05,EC0009
128.035437960233,C00025,M-H2O-H[-],209.802401338902,0.000114427003012452,EC00010
130.049910554866,C00025,M-H2O+H[1+],188.356478220664,3.40880959868173e-05,EC0009
130.049933239509,C00025,M-H2O+H[1+],77.9249405129834,5.67727389864103e-05,EC00011
146.045854364257,C00025,M-H[-],58.2587239582287,6.9168972999023e-05,EC00012
146.045914415718,C00025,M-H[-],184.214836338089,9.11751200760591e-06,EC0009
148.04379633712,C00025,M(Cl37)-H[-],58.1322305489886,0.000672803890012119,EC00012
148.060425369421,C00025,M+H[1+],185.684974959624,5.10973490008837e-05,EC0009
167.02102061019,C00025,M+Na-2H[-],53.0058580684822,0.00037354372997811,EC00012
129.018346077432,C00026,M-H2O+H[1+],50.389435153679,0.000169610661998831,EC00013
145.014289193006,C00026,M-H[-],88.3779440524887,6.56597759984834e-05,EC00014
145.014312433994,C00026,M-H[-],199.182235479845,8.89007640125783e-05,EC00015
547.038774438749,C00029,M-H2O-H[-],176.109196526819,0.00165090551899993,EC00016
565.04848477768,C00029,M-H[-],174.171512866493,0.000761244450018239,EC00016
567.044699546169,C00029,M(Cl37)-H[-],176.798164728583,0.000223987060962827,EC00016
567.044699546169,C00029,M(S34)-H[-],176.798164728583,0.0011760129390268,EC00016
161.045505403719,C00031,M-H2O-H[-],101.120441421061,1.81295109769053e-05,EC00017
163.060114407894,C00031,M-H2O+H[1+],193.694820410788,3.79411239919136e-05,EC00018
179.05604657314,C00031,M-H[-],50.091245828846,7.69600899843681e-05,EC00019
180.059478930939,C00031,M(C13)-H[-],49.1682642025695,4.46022909841304e-05,EC00019
195.050579885275,C00031,M-H+O[-],112.726831275848,0.00045364795499836,EC00017
203.052588128559,C00031,M+Na[1+],171.850278709967,8.83382110146158e-05,EC00020
220.082347912917,C00031,M+ACN-H[-],53.5254209777956,0.000320620313004838,EC00019
89.0244802670266,C00031,M-2H[2-],50.3282815770175,5.67337965975412e-05,EC00019
89.0244835480291,C00031,M-2H[2-],180.297600027353,6.00147990894584e-05,EC00021
112.987681132414,C00036,M-H2O-H[-],157.617453860175,0.000342400816009558,EC00022
112.988127214408,C00036,M-H2O-H[-],47.7754166766475,0.000103681177989756,EC00023
112.988162452071,C00036,M-H2O-H[-],238.18530052334,0.000138918840988822,EC00024
146.99344572916,C00036,M-H+O[-],257.496571771665,8.78040700058591e-05,EC00024
88.0404323626002,C00041,M-H[-],52.611871774344,8.82937018786834e-06,EC00025
88.0404389226884,C00041,M-H[-],155.054204344041,1.53894583831971e-05,EC00026
90.0549644324162,C00041,M+H[1+],178.885790032428,1.20343538014822e-05,EC00027
91.0583114244878,C00041,M(C13)+H[1+],179.208565297165,6.50422822019436e-05,EC00027
117.019421433518,C00042,M-H[-],179.511657259218,9.79002879972768e-05,EC00028
99.0088310363727,C00042,M-H2O-H[-],55.7574993071625,0.000107503142686483,EC00029
608.086809673296,C00043,M+H[1+],51.3858704699738,0.00206679347400041,EC00030
103.122973708261,C00047,M-CO2+H[1+],186.795826973024,2.75850899811303e-06,EC00031
111.091711659226,C00047,M-H4O2+H[1+],185.993601480975,0.000135192455985589,EC00031
129.102236503842,C00047,M-H2O+H[1+],179.812764226975,6.00370719894272e-05,EC00032
129.102284275306,C00047,M-H2O+H[1+],102.881494391256,0.000107808536000675,EC00033
130.086260801305,C00047,M-NH3+H[1+],196.864998327963,1.56654650140808e-05,EC00031
147.112810937909,C00047,M+H[1+],191.25854403793,3.44711389743679e-05,EC00031
148.116147106685,C00047,M(C13)+H[1+],190.07235654359,2.93600850227449e-05,EC00031
182.045911020331,C00047,M+K-2H[-],200.665145312913,0.000536046129013812,EC00031
106.049855825762,C00049,M-CO+H[1+],190.031098482087,7.93589920107252e-05,EC00034
116.034210483885,C00049,M-H2O+H[1+],191.207077831959,3.40171150128299e-05,EC00034
132.030183136178,C00049,M-H[-],88.16264841796,4.03970519755603e-05,EC00035
