"","m.z","p.value","mode","r.t"
"1",85.0113837278352,0.65120536602093,"positive",153.377226013713
"2",85.0284160809885,0.641691426084865,"positive",158.231887159419
"3",85.0477671279215,0.504320471892228,"positive",188.272638394641
"4",85.0841709566821,0.848333471784712,"positive",64.71395815673
"5",85.1747254207415,0.80638102624076,"positive",61.0098719553091
"6",85.2861626661792,0.339807042556098,"positive",60.8090199537047
"7",85.2948692320607,0.0735638632937955,"positive",72.7674175284096
"8",85.3986676050196,0.758276849111206,"positive",61.9830576171158
"9",85.5100776808034,0.414014970276388,"positive",61.5480393959961
"10",85.5657104259651,0.112604815251249,"positive",71.0574492988419
"11",85.6222366935254,0.184595257037459,"positive",62.6623418849034
"12",85.6498718830337,0.1811096845577,"positive",170.985410059155
"13",85.7785660244362,0.758558909113983,"positive",51.1438069220143
"14",85.9630392837157,0.919019723576632,"positive",214.709424756761
"15",86.005925802767,0.439241264263728,"positive",55.1357743931863
"16",86.0317945973315,0.15528951138023,"positive",129.89055643345
"17",86.0502792106757,0.550705039640198,"positive",274.637816581018
"18",86.0565336469271,0.919258216164697,"positive",69.5798538280087
"19",86.0600381828618,0.199094337164818,"positive",22.8020271340781
"20",86.0600431323639,0.0959417275394069,"positive",291.150718149886
"21",86.0622155727126,0.352691760858172,"positive",67.9140469424054
"22",86.0712929404613,0.856588557210146,"positive",128.406352892742
"23",86.096438684515,0.58707641411283,"positive",108.528297301669
"24",86.0964698723723,0.00808613223564011,"positive",156.29146668592
"25",86.2477462598345,0.00711707978083901,"positive",44.6598717771411
"26",86.3585644988469,0.119647239553987,"positive",44.8465338094926
"27",86.7278796120526,0.12171938288074,"positive",63.4148135149684
"28",86.8393166487261,0.068861551074274,"positive",63.6226499044678
"29",86.9086813716515,0.795490521163349,"positive",158.41224745647
"30",86.941122794301,0.359557408721765,"positive",79.9776335025207
"31",86.9519106025802,0.24834742032454,"positive",62.6102862817823
"32",86.992659175579,0.262782085683313,"positive",206.61040361931
"33",86.9968714917608,0.247965233464212,"positive",79.9664612751542
"34",87.0440894637511,0.00810493794454381,"positive",137.506373684165
"35",87.0440999251709,0.643275465201583,"positive",73.3433180586033
"36",87.0633635122073,0.221237323479759,"positive",62.7906478761752
"37",87.0909125514416,0.89810432612511,"positive",119.462677350902
"38",87.0998106800479,0.325174245488562,"positive",107.403657933931
"39",87.0998408425816,0.0228810802783541,"positive",156.43423335824
"40",87.175460840106,0.777220118817291,"positive",63.5237761225156
"41",87.2873559805111,0.96482558506193,"positive",64.0054077409078
"42",87.2943062150484,0.922110731988256,"positive",70.7139104937964
"43",87.3998397487485,0.607888805719025,"positive",63.7450526642889
"44",87.5113196243776,0.67018837304649,"positive",63.9664915934963
"45",87.6230785037491,0.316006498210461,"positive",63.7672914936773
"46",87.8410313641725,0.269611187913903,"positive",61.0233135552138
"47",88.0215659702181,0.296507033555314,"positive",105.461655114559
"48",88.0393152455127,0.0427298706871394,"positive",190.010777316731
"49",88.039342146079,0.979703657050443,"positive",57.9915412787201
"50",88.0578007297496,0.464354303724385,"positive",265.493218666156
"51",88.057815597806,0.0625994160818035,"positive",184.355422249324
"52",88.0639181418703,0.419866176831008,"positive",154.049620912808
"53",88.0650944050114,0.826697802448887,"positive",60.9356559179236
"54",88.0658974094258,0.505356626312071,"positive",271.075676038198
"55",88.0757249684437,0.999420697664473,"positive",137.073106661244
"56",88.0869310911963,0.558754954900864,"positive",110.215580231313
"57",88.1120784442656,0.443586717166834,"positive",18.33008792821
"58",88.1121019633465,0.850655953613986,"positive",145.037176756409
"59",88.1765938867685,0.632103079233707,"positive",60.7109381556833
"60",88.2893061275071,0.754602951879007,"positive",61.0315397066343
"61",88.4007802291236,0.816920018762097,"positive",60.6285492617644
"62",88.5089501280121,0.430021151374419,"positive",62.5277949698213
"63",88.513105875737,0.481613716122506,"positive",60.6901298684764
"64",88.6244601467234,0.592313329065601,"positive",61.1830944453429
"65",88.8208249004448,0.0769252701418655,"positive",48.985164159975
"66",88.9525764307873,0.167504042135808,"positive",214.372718284845
"67",89.0249433007959,0.566717064858934,"positive",165.385495264554
"68",89.0418047143862,0.342911396666419,"positive",268.575645378672
"69",89.0418119463511,0.764859760577728,"positive",196.394628444128
"70",89.0597367175645,0.0701487391123365,"positive",70.0060318695029
"71",89.0709750899347,0.355684096265669,"positive",141.856843407142
"72",89.0790277844092,0.246140034130757,"positive",17.0983377768679
"73",89.0790486124338,0.996846792100045,"positive",188.570485399679
"74",89.0790934771395,0.986164232312149,"positive",137.605435926332
"75",89.3870066461278,0.264059976621591,"positive",79.9012007360695
"76",89.4426647310493,0.243085957847922,"positive",79.7855460558432
"77",89.5067399415014,0.568738457176141,"positive",292.991618334033
"78",89.5514906029272,0.261024915220865,"positive",72.7019282635873
"79",89.6185913295342,0.0863320774066333,"positive",61.9242140798204
"80",89.7300834987315,0.08368531021733,"positive",62.0509794821105
"81",89.8424967346605,0.030559820758471,"positive",61.8324500462369
"82",89.9536754787802,0.0924382624012347,"positive",62.346834108923
"83",90.0211955824965,0.967156942691419,"positive",30.0563988948823
"84",90.0372321563138,0.447692604240316,"positive",89.2281363900952
"85",90.0549644324162,0.75266152746874,"positive",178.885790032428
"86",90.0606882628086,0.578358755348366,"positive",154.124341598162
"87",90.0631173193813,0.750998439872088,"positive",71.3240222718294
"88",90.0663912445592,0.0472376741379595,"positive",61.3445554553139
"89",90.0734687447415,0.904019515457338,"positive",269.654096678515
"90",90.091371656644,0.187940347946286,"positive",138.702424259379
"91",90.177996750676,0.0298301957826311,"positive",61.4683388095824
"92",90.1850558839282,0.313516634965371,"positive",70.2954721824025
"93",90.2898126221647,0.107417223496921,"positive",62.2407560336937
"94",90.2964361802334,0.622549979636568,"positive",70.276290931931
"95",90.4016801937371,0.598251427573852,"positive",62.4119612996571
"96",90.4087201572596,0.383682764570042,"positive",70.4918291548915
"97",90.5069722192477,0.569632678057918,"positive",14.0028809382528
"98",90.5069800133182,0.614663448570958,"positive",204.044969452913
"99",90.5258378920695,0.43282854886875,"positive",277.557702026571
"100",90.5258660514909,0.966413851361391,"positive",215.884305714352
